Class	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor	non-tumor
205253_at	0.087821454	0.013571184	0.100219913	0.030597787	0.104995362	0.136474401	0.032845736	0.065008774	0.14987047	0.074132524	0.012577288	0.147571176	0.057427667	0.606926918	0.59893924	0	0.058399294	0.042824917	0.090364128	0.115530916	0.185444087	0.051568605	0.040317051	0.035584919	0.045978688	0.016863544	0.032156345	0.015522444	0.553478956	0.009505347	0.187162444	0.066934876	0.012577288	0.019495079	0.048945822	0.124515556	0.069498196	0.026916968	0.255767286	0.059369691	0.039981335	0.248491257	0.127414584	0.03318971	0.047134772	0.15316458	0.1338792	0.173525542	0.124515556	0.141682282	0.154485419	0.090999767	0.095767535	0.260804206	0.172850043	0.09862937	0.084960259	0.096085459	0.190611601	0.038635124	0.04132228	0.154815927	0.137124091	0.108183034	0.060015973	0.11009752	0.081461295	0.04199088	0.087821454	0.148884416
205255_x_at	0.559050262	0.44555372	0.504399061	0.44246009	0.57258153	0.398156852	0.450567365	0.503641009	0.713320613	0.542704105	0.533220053	0.525714159	0.42801109	0.505921483	0.515239298	0.429782569	0.503641009	0.512097538	0.555321813	0.618894041	0.446176082	0.709145784	0.41871956	0.409119725	0.488180608	0.795318604	0.546243668	0.600062191	0.596710801	0.803781211	0.60576725	0.584845364	0.466778785	0.635592103	0.677540541	0.577611327	0.608093083	0.481104255	0.469454706	0.646629572	0.48889792	0.406899422	0.553478956	0.531533122	0.567658901	0.48462072	0.59893924	0.501379311	0.440006644	0.502885044	0.505159199	0.471477449	0.48462072	0.449306428	0.446176082	0.583797574	0.547136545	0.502885044	0.513663828	0.672543585	0.528191984	0.51287955	0.625151277	0.606926918	0.517620027	0.478321403	0.666098535	0.481804162	0.59893924	0.586955786
205264_at	0.245835334	0.311205864	0.239812732	0.213827372	0.322162807	0.175555542	0.179291084	0.276622266	0.15547727	0.306898445	0.221032456	0.279847264	0.337990314	0.212753847	0.272222221	0.246213958	0.312940627	0.213827372	0.234966964	0.34215951	0.315555662	0.19616583	0.210968718	0.139400885	0.180995151	0.24319233	0.168137386	0.236081526	0.258861154	0.262754619	0.180654034	0.275819331	0.313375384	0.314246207	0.136799201	0.306898445	0.221757695	0.219223186	0.30861643	0.251160353	0.266284198	0.215261638	0.230530426	0.140052229	0.258861154	0.245835334	0.211682171	0.200361356	0.215980023	0.264712483	0.253458798	0.256539017	0.197561443	0.225032181	0.11457102	0.187850937	0.24319233	0.323941946	0.214902759	0.282280177	0.191649646	0.213827372	0.244701058	0.090999767	0.246213958	0.282280177	0.217059165	0.194773078	0.250778228	0.20918864
205267_at	0.526537478	0.433953583	0.208122969	0.187850937	0.659881592	0.152834669	0.353013366	0.490337998	0.581716597	0.672543585	0.620130003	0.69536835	0.261583477	0.545354068	0.608093083	0.109459184	0.26236394	0.5192191	0.53406775	0.500629485	0.367634356	0.600062191	0.197212264	0.224302948	0.099901766	0.209900066	0.092112139	0.631611347	0.63030231	0.398696959	0.672543585	0.079232998	0.179631591	0.680955589	0.470801681	0.410794377	0.393332571	0.309477896	0.322162807	0.462152362	0.292552859	0.453742117	0.34262538	0.273418337	0.353013366	0.429191023	0.407453179	0.328422576	0.341229349	0.333862901	0.250014812	0.297984988	0.423914164	0.122907467	0.285134196	0.36123094	0.389624745	0.421595514	0.338913143	0.531533122	0.401954979	0.311205864	0.487465084	0.381804675	0.413603693	0.371127218	0.491785407	0.24319233	0.39707914	0.436965942
205297_s_at	0.472833633	0.528191984	0.263145596	0.311205864	0.547136545	0.285134196	0.38491267	0.576596498	0.357826322	0.595605195	0.525714159	0.486751348	0.430375189	0.57258153	0.506685853	0.388047278	0.27782914	0.536627829	0.394933432	0.45953998	0.376173705	0.48889792	0.288005412	0.274217367	0.312506318	0.265497744	0.256153017	0.569615483	0.577611327	0.249252498	0.542704105	0.294217527	0.352057785	0.449306428	0.419292778	0.357826322	0.313810587	0.308186293	0.347313911	0.396541506	0.294217527	0.273418337	0.335234135	0.259249181	0.319066912	0.430968881	0.334776551	0.31994921	0.245078892	0.299669355	0.298826396	0.306898445	0.35879606	0.217779651	0.288005412	0.352535278	0.302207649	0.457595199	0.337990314	0.470127434	0.293800801	0.297984988	0.436361223	0.316430837	0.327073395	0.233854592	0.425663799	0.239438489	0.31511876	0.29546991
205330_at	0.237944022	0.404693246	0.525714159	0.559991539	0.340765059	0.248491257	0.463467002	0.266677886	0.044985339	0.189920425	0.25461176	0.093224548	0.08018817	0.120338008	0.19616583	0.196514457	0.037283272	0.119375519	0.438178778	0.364173144	0.138749897	0.34262538	0.157795772	0.070937917	0.06709525	0.545354068	0.087821454	0.173863515	0.124515556	0.129350618	0.042824917	0.031464972	0.185100898	0.109140083	0.221757695	0.09354239	0.210256085	0.426249057	0.156139106	0.217419297	0.064526737	0.135500535	0.179972246	0.323941946	0.179291084	0.251925379	0.20918864	0.201063171	0.141356081	0.13614969	0.279039025	0.180654034	0.274217367	0.308186293	0.085914113	0.104358256	0.240561962	0.185787424	0.242815793	0.049930885	0.130642861	0.184072316	0.135176092	0.067736484	0.238317266	0.288416982	0.259249181	0.12773706	0.284725428	0.219584614
205335_s_at	0.595605195	0.590159535	0.589086473	0.639656544	0.577611327	0.560936511	0.646629572	0.601191044	0.608093083	0.609265745	0.593410611	0.57258153	0.620130003	0.578630686	0.567658901	0.602325857	0.641030729	0.553478956	0.545354068	0.593410611	0.61644429	0.563794136	0.593410611	0.57258153	0.591237903	0.543584287	0.595605195	0.590159535	0.662962854	0.672543585	0.612823844	0.6452142	0.648055792	0.590159535	0.595605195	0.581716597	0.601191044	0.638292134	0.623884141	0.618894041	0.561885238	0.576596498	0.596710801	0.588018596	0.631611347	0.621373653	0.574580252	0.59782213	0.57558614	0.584845364	0.618894041	0.590159535	0.629001915	0.60576725	0.579654694	0.554398656	0.596710801	0.611631036	0.666098535	0.6046139	0.582754731	0.603466809	0.612823844	0.622624934	0.638292134	0.584845364	0.620130003	0.559050262	0.595605195	0.627710044
205376_at	0.156801403	0.056130152	0.201765731	0.271028966	0.110416748	0.21994625	0.009714799	0.120338008	0.424496353	0.255767286	0.17589438	0.146587372	0.042991553	0.025852343	0.158127472	0.10053809	0.100856289	0.44555372	0.320390999	0.104995362	0.156801403	0.128059626	0.262754619	0.150199384	0.179631591	0.518418372	0.129673555	0.265497744	0.036265448	0.231636345	0.228691906	0.223574623	0.090364128	0.210256085	0.350628704	0.238690749	0.303907752	0.242063493	0.230162248	0.29463461	0.207059085	0.157795772	0.236453533	0.217779651	0.235709757	0.078596033	0.246971995	0.212753847	0.26197356	0.175555542	0.192689225	0.202820972	0.233114228	0.177590847	0.202469036	0.258473396	0.254227161	0.032156345	0.236453533	0.338451475	0.277426511	0.256539017	0.302207649	0.200361356	0.218861982	0.236825779	0.306041926	0.197910786	0.282686859	0.24319233
205382_s_at	0.1338792	0.476939827	0.752000928	0.780181646	0.176233381	0.547136545	0.570599914	0.264712483	0.481104255	0.127092168	0.255767286	0.52407527	0.634256065	0.269046545	0.275819331	0.757725418	0.855859518	0.093701318	0.138749897	0.04696982	0.303907752	0.169144943	0.741261244	0.596710801	0.559991539	0.182019457	0.828838408	0.608093083	0.141029969	0.26197356	0.483209014	0.808293462	0.874211013	0.136474401	0.549834609	0.532375216	0.508991957	0.595605195	0.496910483	0.600062191	0.679239452	0.48462072	0.591237903	0.620130003	0.483209014	0.464787364	0.48462072	0.589086473	0.481104255	0.4860394	0.549834609	0.524893403	0.541827023	0.472833633	0.466113538	0.520827889	0.573578715	0.44493258	0.529857159	0.609265745	0.458890349	0.476251483	0.571588576	0.486751348	0.491060764	0.51287955	0.650941491	0.408563316	0.52902323	0.45953998
205383_s_at	0.321276009	0.390680254	0.191303462	0.307756603	0.348258197	0.324387878	0.273817688	0.331133902	0.352057785	0.36565268	0.305187047	0.357342392	0.238690749	0.301359981	0.34637183	0.274617374	0.346842587	0.406899422	0.360742748	0.377191186	0.293384433	0.407453179	0.309477896	0.380774468	0.362209171	0.521636009	0.383355379	0.48961705	0.318186462	0.431563646	0.500629485	0.505159199	0.394933432	0.620130003	0.408007801	0.320390999	0.39280054	0.312506318	0.298405498	0.377700984	0.383355379	0.318626463	0.381804675	0.371127218	0.417005688	0.27063185	0.380260468	0.326176345	0.28309387	0.326624632	0.353492022	0.329776049	0.306041926	0.269838572	0.378211468	0.377191186	0.333862901	0.305614293	0.269442379	0.353013366	0.36565268	0.332951248	0.350153476	0.34637183	0.311205864	0.31730774	0.381289214	0.364173144	0.351580858	0.383873731
205453_at	0.090999767	0.139075339	0.426835358	0.354931504	0.208478004	0.127092168	0.154155046	0.104039744	0.281873822	0.080824792	0.062918246	0.127092168	0.092588879	0.17049028	0.065169424	0.106907524	0.120338008	0.196863279	0.426249057	0.190611601	0.072535984	0.024063332	0.561885238	0.111374706	0.191303462	0.064205244	0.510540307	0.243569121	0.034902748	0.055642944	0.254996657	0.382320851	0.042824917	0.229610473	0.150857523	0.243946165	0.266677886	0.31034103	0.363189906	0.273019314	0.150199384	0.31511876	0.251925379	0.256153017	0.281873822	0.31686908	0.253075033	0.253075033	0.187850937	0.315993041	0.132583663	0.284725428	0.27622062	0.347313911	0.227958128	0.256925344	0.284725428	0.351104498	0.278232098	0.264320314	0.193383142	0.299669355	0.253842831	0.279847264	0.358310878	0.232005447	0.131612897	0.244323477	0.315993041	0.337990314
205456_at	0.274217367	0.163117856	0.271426409	0.291722775	0.32171917	0.261583477	0.156470194	0.21311149	0.312072396	0.242439508	0.148227572	0.232744396	0.226859182	0.208833218	0.166125968	0.173863515	0.218861982	0.221757695	0.28025189	0.245456979	0.245456979	0.226859182	0.259249181	0.173863515	0.293384433	0.434553832	0.151516125	0.258861154	0.221757695	0.433354467	0.329324394	0.259249181	0.215261638	0.10212934	0.347785771	0.29672572	0.284317017	0.225762308	0.260415018	0.311205864	0.24168773	0.243946165	0.292552859	0.281062186	0.200712174	0.173187718	0.249633521	0.248111039	0.285952777	0.28025189	0.301359981	0.245456979	0.283501238	0.329324394	0.295052081	0.258861154	0.261583477	0.258085966	0.221394971	0.314682245	0.256925344	0.271824151	0.235709757	0.255381823	0.278232098	0.168808952	0.246592849	0.321276009	0.309046954	0.161784306
205504_at	0.490337998	0.571588576	0.299247682	0.4860394	0.53406775	0.448677868	0.444312662	0.499881715	0.323051453	0.52325964	0.437571794	0.329776049	0.518418372	0.522446573	0.476939827	0.555321813	0.474196017	0.44184497	0.221032456	0.322606891	0.610445023	0.36123094	0.426249057	0.486751348	0.457595199	0.373137712	0.506685853	0.524893403	0.388572335	0.146587372	0.502131164	0.5507406	0.502885044	0.541827023	0.338913143	0.451833397	0.44555372	0.405243486	0.386476606	0.443076432	0.385954529	0.398696959	0.401409864	0.425079554	0.327972353	0.352535278	0.353971273	0.425079554	0.412477195	0.421595514	0.396541506	0.416436315	0.385954529	0.277426511	0.402500927	0.329324394	0.386999398	0.373641998	0.418147296	0.45119974	0.438178778	0.345901638	0.470801681	0.34873116	0.376682103	0.367634356	0.409119725	0.38491267	0.362209171	0.341229349
205528_s_at	0.058237426	0.193383142	0.058237426	0.004646936	0.127414584	0.058075555	0.025852343	0.084642276	0.140378043	0.117772587	0.090681948	0.099901766	0.079232998	0.089410663	0.06709525	0.077640302	0.071257658	0.028327107	0.074770749	0.154815927	0.588018596	0.063561954	0.045647826	0.106588736	0.059046358	0.079232998	0.090364128	0.09831132	0.104358256	0.041656729	0.125803277	0.183045164	0.141682282	0.024063332	0.076843575	0.077321641	0.037621785	0.04762939	0.152834669	0.044985339	0.074770749	0.225762308	0.053201593	0.1338792	0.035244044	0.090999767	0.03387627	0.01667323	0.132583663	0.085596174	0.034561027	0.069338143	0.096085459	0.126125395	0.067736484	0.153824776	0.105632611	0.112652645	0.077002943	0.042324729	0.038128816	0.117131822	0.063561954	0.048617043	0.126125395	0.050258826	0.032156345	0.176233381	0.068697713	0.085914113
205529_s_at	0.03421887	0.095449626	0.118093051	0.010957746	0.152504861	0.057427667	0.102766022	0.179291084	0.079232998	0.057751682	0.069338143	0.049274385	0.014357083	0.013175303	0.094019175	0.087980382	0.067415908	0.015326869	0.101811036	0.138749897	0.53406775	0.120979987	0.01762202	0.066774502	0.08018817	0.010546379	0.098947436	0.006008726	0.112013578	0.039981335	0.037452526	0.056130152	0.04132228	0.043490887	0.206350803	0.159787789	0.036605109	0.041489504	0.023703175	0.007572052	0.028151007	0.081143059	0.079869814	0.078914531	0.069017969	0.087185718	0.055480491	0.074770749	0.0706181	0.052875359	0.034902748	0.016291155	0.054179262	0.113931358	0.117131822	0.145604506	0.010752764	0.071257658	0	0.015135692	0.072216503	0.043989666	0.024781236	0.130966127	0.040652443	0.067736484	0.096085459	0.062918246	0.027623326	0.002547221
205543_at	0.084642269	0.017053856	0.197561443	0.182703108	0.039645292	0.27702421	0.040317051	0.09831132	0.060984455	0.109459184	0.169144943	0.104517519	0.037959926	0.071896955	0.013373244	0.10977833	0.354931504	0.176572531	0.042991553	0.121943429	0.052222349	0.110416748	0.140378043	0.332951248	0.26236394	0.122264713	0.131289467	0.11169412	0.054830201	0.128704965	0.152504861	0.104676791	0.297145098	0.191995993	0.104039744	0.147571176	0.151516125	0.269442379	0.142334983	0.149212986	0.139400885	0.162784278	0.127092168	0.141356081	0.063561954	0.186130941	0.042991553	0.100856289	0.224302948	0.164119378	0.107226342	0.142661497	0.17049028	0.171837851	0.26236394	0.156470194	0.191649646	0.094178103	0.115210898	0.168137386	0.179291084	0.129996583	0.179291084	0.155146539	0.165791214	0.175555542	0.146587372	0.235709757	0.214185625	0.258473396
205557_at	0.320833266	0.395468652	0.760688543	0.634256065	0.420442164	0.770034313	0.389624745	0.388047278	0.582754731	0.270235062	0.505921483	0.726603806	0.471477449	0.52902323	0.40634656	0.530693769	0.483914018	0.369127363	0.415300429	0.287594169	0.225762308	0.399779618	0.697263777	0.787487805	0.743865192	0.311205864	0.332041591	0.496910483	0.345431983	0.432756424	0.253842831	0.216699243	0.244701058	0.060338926	0.643809378	0.601191044	0.680955589	0.653873026	0.713320613	0.6046139	0.684441805	0.741261244	0.649493039	0.717615545	0.632929206	0.703090906	0.618894041	0.707100749	0.66452378	0.689813197	0.752000928	0.705082774	0.631611347	0.600062191	0.736200035	0.724303663	0.677540541	0.699182212	0.711218715	0.502131164	0.722039819	0.709145784	0.639656544	0.688003063	0.564754367	0.63693738	0.433953583	0.722039819	0.713320613	0.611631036
205612_at	0.198610038	0.132583663	0.143968493	0.198959932	0.178610533	0.129027754	0.013372229	0.070298225	0.138099298	0.018562824	0.077958919	0.130642861	0.491785407	0.108183034	0.032156345	0.514450371	0.173525542	0.217419297	0.259249181	0.105951279	0.379747152	0.135825068	0.225762308	0.065651178	0.285134196	0.180995151	0.065169424	0.131936401	0.113931358	0.11073602	0.149541676	0.183387384	0.16478771	0.035414275	0.134851739	0.113931358	0.140703961	0.080824792	0.183729768	0.130319685	0.072216503	0.196514457	0.037283272	0.096085459	0.100856289	0.230530426	0.19616583	0.220670179	0.234595925	0.189229935	0.043989666	0.185787424	0.237944022	0.078914531	0.16478771	0.018187525	0.171837851	0.099901766	0.129350618	0.116811529	0.11169412	0.127092168	0.156470194	0.111374706	0.178270489	0.149541676	0.132583663	0.271824151	0.106907524	0.208478004
205614_x_at	0.118413582	0.248111039	0.151516125	0.253842831	0.192689225	0.259249181	0.250396401	0.156139106	0.20599696	0.214544088	0.135825068	0.190611601	0.318626463	0.189575091	0.181336433	0.251925379	0.455662668	0.156470194	0.111055344	0.237198278	0.189575091	0.236453533	0.329324394	0.249633521	0.152175173	0.33660993	0.282686859	0.141029969	0.042324729	0.230530426	0.252691537	0.336150825	0.486751348	0.314682245	0.258085966	0.316430837	0.213469327	0.25461176	0.321276009	0.225397125	0.220308095	0.266284198	0.29672572	0.279847264	0.268650979	0.310773253	0.272620618	0.296306759	0.226493329	0.322162807	0.287594169	0.279847264	0.254227161	0.19616583	0.305187047	0.144295484	0.288005412	0.346842587	0.297564834	0.191303462	0.181336433	0.226127699	0.255381823	0.265104949	0.26786083	0.267071903	0.272620618	0.200361356	0.25731191	0.306041926
205624_at	0.191649646	0.172175109	0.531533122	0.510540307	0.185100898	0.525714159	0.297564834	0.082097687	0.390152127	0.126447588	0.179972246	0.400322199	0.524893403	0.245078892	0.171163782	0.162784278	0.707100749	0.090364128	0.180995151	0.213827372	0.249633521	0.176911816	0.579654694	0.589086473	0.482505739	0.524893403	0.728941858	0.370626271	0.163451567	0.285134196	0.210612297	0.799462855	0.783774734	0.139075339	0.51131779	0.452468336	0.380260468	0.464126468	0.396004677	0.413603693	0.344026238	0.362209171	0.458242089	0.41871956	0.336150825	0.410235256	0.430375189	0.478321403	0.407453179	0.432756424	0.401409864	0.439396203	0.486751348	0.392269313	0.48961705	0.460843384	0.426835358	0.312072396	0.44555372	0.31730774	0.457595199	0.41871956	0.409119725	0.359768182	0.410794377	0.465449721	0.505921483	0.449306428	0.430968881	0.388572335
205627_at	0.04199088	0.073174775	0.362209171	0.322162807	0.178950742	0.6046139	0.241312221	0.291722775	0.479014635	0.050258826	0.292552859	0.554398656	0.53406775	0.345901638	0.204230607	0.290066987	0.360742748	0.070937917	0.178270489	0.074451663	0.151845589	0.220308095	0.408563316	0.600062191	0.629001915	0.148884416	0.219223186	0.406899422	0.061307043	0.304333776	0.321276009	0.060338926	0.095767535	0.049274385	0.515239298	0.458890349	0.524893403	0.525714159	0.56283778	0.405794591	0.649493039	0.596710801	0.561885238	0.578630686	0.528191984	0.542704105	0.56283778	0.556248546	0.600062191	0.520022273	0.638292134	0.596710801	0.423332989	0.554398656	0.632929206	0.615230381	0.538348973	0.543584287	0.610445023	0.396541506	0.584845364	0.59893924	0.474879593	0.509765029	0.474879593	0.48961705	0.410235256	0.602325857	0.432159483	0.42860052
205640_at	0.297145098	0.223938674	0.285134196	0.419866979	0.112652645	0.464787364	0.287594169	0.281062186	0.213827372	0.263928443	0.188884929	0.289241254	0.441231012	0.193036094	0.138099298	0.443076432	0.372131139	0.090681948	0.035244044	0.1823612	0.04960274	0.09354239	0.394933432	0.472154766	0.454380989	0.022617631	0.303907752	0.297564834	0.052222349	0.025852343	0.157795772	0.255381823	0.303056896	0.113611601	0.181677863	0.31686908	0.326176345	0.36269924	0.352057785	0.252691537	0.381289214	0.414168328	0.334319472	0.401409864	0.369127363	0.260415018	0.305614293	0.377191186	0.396004677	0.349204719	0.34637183	0.362209171	0.296306759	0.151845589	0.462152362	0.375158966	0.333406836	0.231636345	0.400322199	0.290480375	0.391738832	0.309477896	0.338913143	0.339375317	0.270235062	0.335234135	0.321276009	0.444312662	0.300936729	0.368131369
